,Gender,Company Type,WFH Setup Available,Age,Tenure,Vacations taken,Designation,Average Hours worked per day,Employee satisfaction score,Mental Fatigue Score
12635,1,0,1,47,6,12,2,4.0,6.2,0.49
12636,0,0,1,60,5,7,2,2.0,5.9,0.1
12637,0,1,1,35,12,8,0,2.0,5.0,0.29
12638,1,0,0,60,10,7,2,4.0,5.4,0.47
12639,1,1,1,49,19,0,2,5.0,5.9,0.54
12640,1,1,1,39,12,2,1,4.0,3.8,0.29
12641,1,0,1,54,1,12,3,6.0,5.9,0.59
12642,1,0,1,33,2,2,1,3.0,5.9,0.45
12643,1,0,1,41,20,5,3,6.0,4.9,0.43
12644,1,0,0,53,19,1,3,6.0,5.9,0.65
12645,0,1,1,32,13,5,3,4.0,5.5,0.5
12646,1,0,1,28,14,11,2,3.0,4.1,0.32
12647,1,1,1,59,19,3,3,4.0,5.1,0.45
12648,1,0,0,30,20,10,3,6.0,7.7,0.8
12649,1,0,1,24,10,4,0,4.0,2.0,0.15
12650,0,0,0,50,15,4,3,5.0,8.0,0.63
12651,1,0,1,32,8,12,0,1.0,2.4,0.1
12652,1,1,0,54,15,11,1,3.0,4.4,0.31
12653,0,0,0,63,19,0,3,7.0,6.7,0.52
12654,0,1,1,44,9,2,2,2.0,3.7,0.19
12655,1,0,1,51,5,1,2,2.0,1.3,0.08
12656,1,0,0,32,19,11,3,4.0,6.2,0.51
12657,1,0,0,37,17,4,2,5.0,6.1,0.59
12658,1,0,0,62,12,1,3,6.0,8.2,0.69
12659,1,0,1,40,17,3,2,5.0,8.7,0.68
12660,0,1,0,47,13,11,3,6.0,6.7,0.45
12661,0,0,1,55,13,12,1,2.0,2.6,0.08
12662,1,0,1,24,13,7,3,5.0,5.2,0.47
12663,1,1,0,51,19,5,3,5.0,6.1,0.55
12664,1,1,1,48,15,9,2,4.0,5.1,0.35
12665,0,0,0,55,1,3,3,6.0,8.4,0.72
12666,1,1,0,64,6,12,0,1.0,5.9,0.45
12667,1,0,1,30,6,0,3,6.0,7.4,0.64
12668,0,1,0,32,16,11,4,7.0,7.3,0.57
12669,0,0,0,50,10,8,4,8.0,7.5,0.76
12670,0,1,1,28,19,6,2,3.0,5.5,0.44
12671,0,1,0,34,2,1,2,4.0,6.6,0.45
12672,1,1,1,65,14,12,3,6.0,6.9,0.45
12673,1,0,1,57,3,10,3,5.0,7.6,0.64
12674,1,0,1,60,9,10,0,1.0,0.4,0.45
12675,1,1,1,60,4,10,0,2.0,3.5,0.17
12676,1,0,1,40,19,9,1,1.0,0.7,0.02
12677,0,0,0,28,5,6,0,2.0,5.2,0.34
12678,0,0,0,58,9,7,2,4.0,7.9,0.69
12679,1,1,1,60,17,4,1,3.0,2.3,0.18
12680,1,1,1,36,12,3,1,3.0,6.3,0.4
12681,1,0,0,37,2,10,1,2.0,5.7,0.38
12682,0,0,0,35,4,2,3,7.0,8.1,0.82
12683,1,0,1,25,5,10,2,4.0,7.5,0.61
12684,1,0,1,38,3,4,2,3.0,5.9,0.45
12685,0,1,1,41,18,0,2,4.0,3.6,0.3
12686,0,0,1,57,13,3,2,5.0,7.5,0.58
12687,0,1,0,41,8,8,3,6.0,6.6,0.57
12688,0,0,0,46,6,12,2,4.0,6.3,0.58
12689,0,1,1,44,5,7,3,7.0,6.4,0.54
12690,1,1,0,25,2,10,3,5.0,6.7,0.55
12691,0,1,1,56,15,9,3,6.0,5.0,0.32
12692,1,0,1,59,19,11,2,4.0,6.6,0.48
12693,0,1,1,24,9,11,3,6.0,3.5,0.3
12694,1,0,0,38,8,1,1,2.0,6.6,0.45
12695,1,0,1,60,7,10,3,4.0,7.0,0.48
12696,1,0,1,23,4,8,3,4.0,5.8,0.45
12697,1,1,1,50,10,0,0,1.0,3.2,0.17
12698,0,0,0,63,9,2,2,4.0,7.1,0.49
12699,0,0,1,65,15,12,2,6.0,7.8,0.69
12700,1,1,0,23,10,0,2,4.0,5.0,0.34
12701,1,0,0,54,11,6,1,4.0,5.8,0.45
12702,1,0,1,22,17,12,3,5.0,5.7,0.33
12703,1,0,1,59,5,7,0,1.0,4.5,0.23
12704,1,1,1,57,15,10,2,3.0,3.1,0.23
12705,0,1,1,56,7,10,1,1.0,0.2,0.01
12706,1,0,1,29,16,9,2,2.0,3.5,0.45
12707,1,0,1,49,12,1,2,3.0,5.1,0.41
12708,0,0,1,43,19,11,3,5.0,6.7,0.49
12709,1,0,0,22,11,4,1,3.0,6.6,0.45
12710,0,0,1,41,11,10,2,5.0,5.3,0.31
12711,1,0,1,62,19,10,3,5.0,5.3,0.47
12712,0,0,1,43,13,4,2,4.0,5.3,0.45
12713,1,1,0,43,16,12,3,4.0,5.3,0.46
12714,0,0,1,58,8,9,4,8.0,7.0,0.52
12715,0,0,0,48,10,7,3,7.0,7.1,0.55
12716,1,1,1,53,12,5,2,3.0,6.4,0.41
12717,1,1,0,39,5,5,1,3.0,3.4,0.23
12718,0,0,1,52,17,2,1,3.0,4.8,0.36
12719,0,0,0,28,18,5,3,7.0,8.5,0.45
12720,0,1,0,60,20,11,2,4.0,5.9,0.41
12721,0,0,0,33,18,0,4,8.0,9.8,1.0
12722,1,0,0,58,10,6,1,1.0,4.3,0.2
12723,1,0,1,42,8,12,3,4.0,5.5,0.4
12724,1,0,1,33,15,10,2,4.0,7.8,0.57
12725,0,1,1,21,17,8,1,2.0,3.7,0.28
12726,1,0,1,21,17,8,3,5.0,5.4,0.5
12727,0,0,0,39,18,11,1,2.0,5.9,0.33
12728,0,0,1,45,6,6,2,5.0,6.4,0.5
12729,0,1,0,40,11,1,1,1.0,3.6,0.29
12730,1,0,0,62,9,9,1,2.0,6.0,0.38
12731,0,0,1,21,14,9,0,2.0,5.3,0.33
12732,1,0,1,42,11,12,3,5.0,6.8,0.47
12733,1,1,1,26,10,7,1,1.0,3.8,0.27
12734,0,1,1,25,1,12,1,2.0,3.2,0.11
12735,1,0,1,41,20,8,0,1.0,3.2,0.16
12736,0,0,0,58,7,8,3,7.0,9.0,0.73
12737,0,0,0,41,7,2,3,5.0,7.9,0.59
12738,1,1,0,61,19,4,3,7.0,7.1,0.45
12739,1,0,1,42,10,2,1,3.0,4.3,0.31
12740,1,0,1,65,19,2,4,7.0,5.8,0.53
12741,1,1,0,27,20,12,2,4.0,6.8,0.56
12742,1,1,1,28,7,12,3,5.0,5.2,0.48
12743,1,1,1,29,18,10,1,3.0,6.0,0.42
12744,0,0,0,53,11,1,3,8.0,9.1,0.78
12745,1,0,1,58,9,0,3,6.0,7.8,0.68
12746,1,0,1,30,11,3,1,3.0,5.9,0.23
12747,1,0,1,43,17,3,1,3.0,4.8,0.45
12748,1,1,0,33,16,8,3,5.0,5.3,0.49
12749,1,0,1,59,8,11,1,1.0,4.1,0.27
12750,0,1,0,24,13,0,2,5.0,6.6,0.62
12751,1,0,1,22,19,10,4,9.0,7.5,0.73
12752,1,0,1,24,9,9,4,7.0,7.9,0.81
12753,1,1,0,30,3,1,2,4.0,7.2,0.49
12754,0,0,1,48,5,0,2,4.0,5.1,0.38
12755,0,1,1,21,6,9,2,3.0,5.4,0.36
12756,0,0,0,56,7,5,4,7.0,5.9,0.54
12757,0,1,1,36,14,5,2,4.0,7.3,0.56
12758,0,0,0,31,1,10,4,8.0,9.8,0.87
12759,0,1,1,38,20,0,1,2.0,1.7,0.13
12760,0,0,1,51,19,1,2,3.0,3.3,0.45
12761,0,1,0,41,4,8,3,7.0,8.3,0.74
12762,0,1,0,50,18,2,2,4.0,4.8,0.38
12763,1,1,1,58,17,3,2,5.0,6.3,0.61
12764,1,1,0,42,7,1,3,6.0,6.8,0.64
12765,0,0,1,22,4,5,2,3.0,2.9,0.19
12766,1,1,0,50,10,9,4,9.0,8.4,0.9
12767,1,1,0,58,14,11,2,5.0,4.5,0.4
12768,1,0,0,50,7,8,0,1.0,3.4,0.18
12769,0,0,1,32,9,6,5,9.0,7.8,0.77
12770,0,0,0,23,4,1,3,5.0,7.9,0.6
12771,1,0,0,64,16,0,2,6.0,7.6,0.54
12772,0,0,0,25,7,11,3,8.0,8.7,0.76
12773,1,0,0,51,10,1,1,2.0,4.7,0.38
12774,1,1,1,29,14,3,1,2.0,5.9,0.02
12775,1,1,1,37,5,11,4,8.0,9.1,0.82
12776,1,1,0,24,5,3,3,6.0,8.1,0.63
12777,0,0,1,48,11,0,1,3.0,5.0,0.31
12778,0,0,1,48,19,3,2,3.0,3.4,0.24
12779,1,0,0,36,18,3,4,7.0,6.7,0.57
12780,1,0,1,57,7,0,3,7.0,8.9,0.8
12781,0,0,0,54,4,12,2,6.0,7.0,0.61
12782,0,0,1,23,13,6,4,6.0,6.7,0.58
12783,1,0,1,30,18,3,1,3.0,5.6,0.37
12784,0,0,1,29,19,5,2,4.0,6.2,0.46
12785,1,0,1,55,17,3,2,4.0,7.9,0.59
12786,1,1,1,41,7,1,1,4.0,5.3,0.37
12787,0,0,1,61,7,3,1,2.0,4.8,0.27
12788,1,0,0,23,17,8,3,6.0,6.9,0.52
12789,1,0,1,27,16,11,1,2.0,5.0,0.33
12790,0,1,1,46,18,11,0,1.0,3.5,0.18
12791,0,0,0,39,18,10,1,3.0,4.4,0.35
12792,1,1,0,27,18,2,2,5.0,4.8,0.41
12793,1,0,1,51,10,7,0,1.0,2.5,0.2
12794,1,1,0,49,6,2,1,2.0,6.0,0.5
12795,0,0,1,46,3,7,3,6.0,7.6,0.73
12796,1,0,0,35,15,8,2,3.0,3.8,0.28
12797,0,1,0,32,13,1,2,5.0,5.9,0.54
12798,0,1,1,44,16,0,2,4.0,4.0,0.18
12799,0,0,0,41,16,6,1,2.0,2.7,0.19
12800,1,0,1,52,9,4,3,5.0,5.3,0.47
12801,0,0,1,58,11,5,4,7.0,6.5,0.56
12802,1,1,0,23,1,0,2,3.0,5.3,0.46
12803,1,1,0,36,1,4,3,4.0,6.1,0.42
12804,0,0,1,25,19,1,2,5.0,7.2,0.58
12805,1,0,1,59,4,2,2,4.0,3.9,0.17
12806,1,0,0,26,14,4,4,8.0,7.7,0.63
12807,0,1,0,35,15,0,2,5.0,6.6,0.66
12808,1,0,0,63,12,0,3,6.0,7.7,0.64
12809,0,1,0,45,2,9,4,7.0,6.7,0.56
12810,0,0,1,33,10,0,2,3.0,5.9,0.3
12811,1,1,0,64,2,1,0,2.0,2.3,0.14
12812,1,0,1,34,10,0,3,4.0,5.8,0.49
12813,1,0,0,62,15,3,4,7.0,6.5,0.61
12814,1,1,1,62,11,9,2,5.0,8.2,0.61
12815,0,0,1,25,14,2,2,3.0,4.7,0.41
12816,0,1,0,27,4,8,2,4.0,5.6,0.48
12817,0,0,1,54,1,8,4,6.0,8.4,0.67
12818,0,0,1,60,18,8,1,1.0,3.0,0.1
12819,0,0,0,48,5,0,2,6.0,8.2,0.66
12820,1,0,1,63,5,7,1,4.0,3.6,0.28
12821,0,0,0,39,19,2,4,10.0,10.0,1.0
12822,1,0,1,56,10,11,3,6.0,4.8,0.4
12823,0,0,1,24,19,12,3,5.0,6.4,0.47
12824,0,0,0,30,12,8,2,6.0,7.3,0.54
12825,0,0,1,54,7,5,2,3.0,6.3,0.39
12826,1,0,0,64,18,11,1,4.0,6.2,0.42
12827,0,0,0,40,2,12,4,7.0,5.8,0.56
12828,1,0,1,31,4,4,2,3.0,4.3,0.25
12829,1,1,0,24,20,7,2,5.0,7.0,0.52
12830,1,0,1,60,18,2,2,2.0,4.2,0.24
12831,0,1,1,30,3,11,2,5.0,7.6,0.59
12832,1,1,1,39,20,3,1,1.0,5.9,0.06
12833,1,0,1,55,1,11,4,7.0,7.0,0.57
12834,1,0,1,23,7,7,2,4.0,5.9,0.5
12835,1,0,1,47,9,1,2,4.0,7.0,0.53
12836,1,0,0,27,19,5,1,2.0,3.2,0.15
12837,0,1,1,65,16,9,2,4.0,6.4,0.46
12838,1,0,1,30,14,3,3,7.0,8.1,0.77
12839,1,0,0,43,15,10,2,4.0,6.0,0.58
12840,1,0,0,30,10,4,1,2.0,6.0,0.41
12841,0,0,1,62,13,11,2,4.0,7.1,0.64
12842,1,1,1,27,16,3,0,1.0,0.7,0.45
12843,0,0,0,41,18,6,4,8.0,8.8,0.45
12844,0,0,0,47,8,5,4,9.0,8.8,0.7
12845,1,1,1,43,14,3,2,4.0,5.9,0.42
12846,1,1,0,29,17,2,3,4.0,6.8,0.47
12847,1,0,0,29,13,12,4,6.0,7.7,0.65
12848,1,0,0,54,10,2,2,3.0,5.1,0.45
12849,0,0,1,32,2,0,2,3.0,5.9,0.48
12850,1,0,0,57,2,0,4,8.0,8.6,0.78
12851,0,0,0,31,20,5,2,4.0,6.6,0.63
12852,0,0,0,48,11,1,3,5.0,5.9,0.57
12853,1,0,1,61,14,9,2,4.0,3.1,0.2
12854,0,0,1,36,2,8,1,2.0,1.1,0.02
12855,1,0,1,46,16,10,3,5.0,4.3,0.37
12856,1,0,0,33,10,6,0,2.0,3.5,0.23
12857,1,1,1,54,5,12,2,4.0,5.5,0.47
12858,0,0,0,50,20,11,2,4.0,6.1,0.43
12859,0,1,0,27,9,3,2,2.0,2.1,0.13
12860,1,1,0,50,13,7,3,5.0,6.1,0.51
12861,1,1,0,58,15,3,2,5.0,6.2,0.54
12862,0,0,0,23,8,8,3,6.0,7.0,0.64
12863,1,0,0,35,17,7,1,4.0,2.9,0.2
12864,0,1,0,64,13,11,2,6.0,7.6,0.73
12865,0,0,0,32,2,5,4,7.0,8.7,0.67
12866,0,0,0,33,1,5,3,5.0,6.4,0.45
12867,1,0,0,25,17,0,2,5.0,4.9,0.38
12868,0,1,0,65,20,11,2,5.0,7.2,0.52
12869,0,1,0,31,14,1,0,1.0,5.9,0.12
12870,1,0,0,58,11,6,3,6.0,6.2,0.54
12871,0,0,1,51,14,11,3,5.0,6.3,0.41
12872,0,0,0,47,3,9,3,5.0,6.8,0.64
12873,1,1,1,54,15,6,1,2.0,5.0,0.31
12874,1,1,1,65,2,6,1,2.0,2.3,0.15
12875,1,0,1,35,19,11,2,3.0,4.8,0.26
12876,1,1,1,63,15,6,2,3.0,4.1,0.28
12877,1,1,1,50,20,3,3,5.0,5.6,0.48
12878,0,0,0,57,15,0,2,4.0,5.2,0.35
12879,1,0,1,60,14,0,0,1.0,0.8,0.02
12880,1,1,1,39,7,7,2,5.0,5.2,0.45
12881,1,1,1,57,4,7,3,8.0,8.1,0.83
12882,0,1,1,28,14,7,2,4.0,5.8,0.45
12883,0,0,1,21,7,0,1,2.0,5.1,0.31
12884,0,1,0,43,4,2,3,5.0,6.9,0.61
12885,1,0,1,25,15,0,2,4.0,5.4,0.5
12886,0,0,1,60,3,10,1,2.0,4.6,0.33
12887,0,1,1,27,6,1,2,4.0,5.8,0.46
12888,0,1,0,61,5,6,2,4.0,6.4,0.42
12889,1,1,0,35,6,6,4,6.0,8.1,0.63
12890,1,0,1,45,6,3,1,4.0,4.9,0.35
12891,1,1,0,52,14,0,2,5.0,5.7,0.42
12892,0,0,1,41,2,4,1,3.0,3.7,0.2
12893,1,1,1,64,11,4,2,3.0,5.1,0.34
12894,0,0,0,26,20,3,2,6.0,8.1,0.7
12895,1,1,1,32,17,5,2,3.0,2.4,0.09
12896,0,1,0,56,7,2,2,4.0,5.5,0.51
12897,1,0,0,50,3,12,2,4.0,5.9,0.59
12898,1,1,0,45,3,10,0,1.0,0.6,0.45
12899,0,0,1,61,11,8,2,6.0,6.1,0.59
12900,0,0,1,46,18,12,3,5.0,6.5,0.48
12901,0,1,1,46,11,2,0,1.0,3.3,0.26
12902,0,1,0,29,5,0,3,6.0,5.4,0.49
12903,1,0,1,22,10,12,2,3.0,6.6,0.45
12904,1,0,0,33,12,9,2,4.0,6.3,0.39
12905,1,1,1,26,6,5,1,1.0,3.5,0.15
12906,0,0,0,34,4,4,3,7.0,8.5,0.82
12907,1,0,0,22,2,7,4,8.0,8.6,0.8
12908,1,0,0,54,5,11,2,5.0,6.3,0.6
12909,1,0,1,41,17,1,3,5.0,6.0,0.45
12910,1,0,1,27,8,7,2,4.0,4.7,0.35
12911,1,0,1,62,7,10,2,5.0,5.1,0.32
12912,1,0,0,43,10,10,2,5.0,6.7,0.54
12913,1,0,1,33,3,0,0,1.0,4.1,0.19
12914,1,1,1,27,5,6,2,4.0,4.6,0.36
12915,0,0,0,49,17,0,3,5.0,6.4,0.54
12916,1,1,0,32,20,12,3,6.0,5.9,0.84
12917,0,0,1,45,18,6,1,4.0,6.5,0.47
12918,1,0,1,50,2,3,3,5.0,6.3,0.45
12919,0,0,0,30,14,2,2,4.0,7.0,0.57
12920,0,0,0,29,4,10,2,4.0,6.4,0.63
12921,1,0,0,30,10,9,2,4.0,5.9,0.41
12922,1,0,0,21,4,10,3,7.0,5.9,0.82
12923,0,1,1,53,18,11,2,3.0,4.1,0.28
12924,1,0,1,61,11,10,3,4.0,5.6,0.37
12925,0,1,0,51,20,1,4,4.0,5.9,0.73
12926,0,0,0,43,4,12,3,7.0,8.0,0.76
12927,0,0,1,46,17,8,3,6.0,4.8,0.41
12928,1,1,1,41,2,5,3,5.0,6.3,0.48
12929,0,0,1,36,11,6,1,2.0,4.3,0.3
12930,0,1,1,42,16,0,1,2.0,3.9,0.21
12931,0,0,1,56,9,9,2,5.0,5.9,0.6
12932,1,0,1,22,18,7,3,5.0,5.9,0.37
12933,0,0,1,53,12,1,4,7.0,7.7,0.59
12934,1,0,1,26,3,1,2,6.0,8.2,0.75
12935,1,0,0,26,17,5,2,4.0,4.2,0.27
12936,1,1,0,64,17,0,3,4.0,5.9,0.66
12937,1,0,1,32,9,10,0,1.0,3.0,0.15
12938,0,1,0,46,2,12,4,7.0,7.3,0.69
12939,1,0,1,36,8,9,0,1.0,2.4,0.12
12940,0,0,0,46,4,4,2,6.0,7.6,0.71
12941,0,1,0,45,14,1,2,4.0,4.9,0.34
12942,0,1,0,27,4,9,3,6.0,6.6,0.45
12943,1,0,1,26,20,1,1,2.0,5.1,0.42
12944,0,0,1,44,14,1,2,4.0,6.2,0.57
12945,0,0,0,54,1,11,2,4.0,9.0,0.76
12946,0,0,1,63,18,12,1,4.0,3.1,0.14
12947,1,0,0,40,6,1,4,8.0,6.7,0.66
12948,0,1,1,64,12,1,1,4.0,3.3,0.45
12949,1,0,1,47,2,12,3,5.0,5.9,0.44
12950,0,1,0,56,4,2,3,6.0,7.3,0.64
12951,1,0,1,42,9,5,3,5.0,7.3,0.6
12952,0,1,1,64,7,7,4,8.0,7.1,0.61
12953,0,1,0,50,11,3,5,4.0,10.0,1.0
12954,0,1,0,63,14,2,4,6.0,5.9,0.57
12955,0,0,1,56,8,4,2,6.0,7.0,0.62
12956,1,1,1,60,12,10,1,2.0,1.3,0.06
12957,0,0,1,21,20,12,1,2.0,4.7,0.34
12958,0,1,1,33,20,0,4,6.0,5.9,0.59
12959,0,0,0,58,2,10,2,3.0,5.0,0.29
12960,0,0,1,36,9,7,1,1.0,5.9,0.45
12961,1,1,1,30,4,9,2,3.0,3.9,0.25
12962,0,1,1,38,6,12,1,4.0,5.8,0.38
12963,1,0,1,53,18,7,0,3.0,4.2,0.34
12964,1,0,1,33,4,5,1,2.0,6.4,0.49
12965,1,0,1,37,8,4,4,9.0,8.5,0.74
12966,0,1,0,55,15,9,2,4.0,4.9,0.25
12967,0,1,0,27,2,10,1,2.0,4.9,0.4
12968,0,0,0,44,16,8,3,5.0,7.3,0.56
12969,0,1,0,38,16,10,4,8.0,7.0,0.6
12970,1,0,1,43,8,2,3,6.0,5.7,0.46
12971,1,0,1,45,16,5,1,3.0,4.6,0.37
12972,0,1,0,62,1,9,5,4.0,5.9,0.79
12973,0,0,1,25,19,1,0,1.0,1.5,0.02
12974,0,0,0,46,1,7,4,8.0,9.4,0.88
12975,0,0,0,48,11,7,3,7.0,5.9,0.53
12976,1,1,1,27,15,12,1,3.0,4.3,0.37
12977,1,1,1,59,4,11,3,5.0,7.8,0.66
12978,1,1,1,30,2,2,3,4.0,5.2,0.33
12979,1,0,1,61,17,9,2,3.0,4.8,0.35
12980,0,0,1,56,17,0,4,6.0,6.6,0.51
12981,1,1,1,37,4,7,0,4.0,3.9,0.16
12982,0,0,1,23,1,0,4,7.0,5.9,0.6
12983,0,0,1,28,12,0,1,1.0,5.9,0.45
12984,1,0,1,46,14,0,2,5.0,4.9,0.45
12985,0,0,0,62,6,1,3,5.0,5.9,0.32
12986,0,0,1,24,5,4,2,4.0,5.4,0.49
12987,1,0,1,21,1,1,3,5.0,4.4,0.36
12988,1,0,0,59,8,4,3,6.0,6.3,0.57
12989,1,0,1,33,15,12,2,5.0,5.2,0.43
12990,0,1,0,52,18,0,2,5.0,4.8,0.42
12991,1,0,1,57,9,4,2,4.0,3.0,0.11
12992,0,1,1,37,17,10,2,3.0,5.4,0.47
12993,1,1,0,31,20,0,3,5.0,5.8,0.4
12994,0,1,0,33,7,11,3,5.0,6.7,0.61
12995,0,1,1,57,18,0,1,3.0,6.0,0.4
12996,0,1,1,53,3,3,2,4.0,6.1,0.47
12997,1,0,1,27,2,8,0,1.0,3.9,0.27
12998,0,1,0,54,16,5,0,1.0,3.1,0.45
12999,0,0,0,49,6,1,3,6.0,7.9,0.79
13000,1,0,1,65,19,1,3,6.0,4.5,0.4
13001,0,0,1,32,1,11,2,5.0,6.8,0.58
13002,1,0,0,62,12,0,3,5.0,7.5,0.45
13003,1,0,0,41,10,7,1,2.0,4.9,0.27
13004,1,0,0,52,15,0,0,1.0,5.9,0.45
13005,0,1,1,51,15,0,3,6.0,6.0,0.57
13006,1,0,1,25,7,11,1,3.0,5.0,0.34
13007,1,1,1,51,11,6,3,6.0,6.0,0.43
13008,1,1,0,60,2,11,1,1.0,1.8,0.05
13009,0,0,1,58,13,1,3,4.0,5.2,0.49
13010,1,0,1,34,16,11,1,2.0,4.5,0.28
13011,1,0,1,21,1,3,2,2.0,4.4,0.22
13012,0,0,1,54,14,3,2,3.0,3.5,0.29
13013,0,0,1,44,20,10,2,5.0,7.0,0.51
13014,0,0,0,42,8,3,3,7.0,7.2,0.62
13015,1,0,0,25,12,6,2,4.0,5.9,0.34
13016,0,0,1,34,3,10,1,1.0,2.2,0.1
13017,0,1,0,35,10,5,2,4.0,6.0,0.5
13018,0,1,1,32,20,3,1,2.0,3.3,0.19
13019,0,0,1,57,16,5,2,2.0,3.6,0.24
13020,0,1,1,26,11,4,0,1.0,3.9,0.18
13021,1,0,0,33,14,10,1,3.0,6.1,0.36
13022,1,0,1,35,13,11,4,8.0,8.4,0.83
13023,1,0,1,62,4,4,0,1.0,2.3,0.17
13024,1,0,1,31,10,8,2,2.0,5.3,0.28
13025,0,0,0,22,9,5,2,6.0,6.4,0.59
13026,0,1,0,44,20,9,2,5.0,8.5,0.69
13027,1,0,1,58,7,4,2,5.0,4.0,0.32
13028,0,1,0,48,5,1,2,5.0,6.2,0.51
13029,0,0,0,62,9,7,2,2.0,4.3,0.24
13030,0,0,1,24,4,4,3,7.0,10.0,0.93
13031,1,0,1,57,2,11,3,4.0,6.4,0.5
13032,0,1,0,53,4,5,5,10.0,7.3,0.75
13033,0,0,1,22,12,2,2,4.0,5.3,0.42
13034,1,1,1,48,16,8,1,1.0,2.4,0.12
13035,1,0,0,48,17,6,2,5.0,8.4,0.65
13036,0,0,1,39,17,4,2,4.0,3.6,0.28
13037,0,0,1,22,3,8,3,6.0,6.5,0.57
13038,1,0,0,47,17,2,0,2.0,4.9,0.29
13039,1,0,0,65,9,4,1,4.0,6.6,0.5
13040,0,1,1,38,20,6,4,7.0,9.4,0.81
13041,0,1,0,65,17,2,3,6.0,7.2,0.56
13042,0,1,0,43,20,6,1,4.0,6.6,0.53
13043,0,0,1,34,16,6,2,5.0,5.5,0.35
13044,1,1,1,49,6,8,2,5.0,5.9,0.49
13045,0,0,0,21,9,6,2,4.0,5.4,0.47
13046,0,0,1,26,14,8,3,5.0,5.7,0.5
13047,0,1,1,55,19,6,0,1.0,5.9,0.45
13048,0,0,1,52,18,12,0,1.0,5.9,0.03
13049,1,1,1,49,2,11,0,1.0,1.5,0.07
13050,0,0,0,21,15,1,4,7.0,6.8,0.54
13051,1,1,1,61,9,1,3,6.0,5.9,0.76
13052,1,0,1,28,17,8,3,6.0,4.5,0.36
13053,1,1,0,27,11,8,0,2.0,3.9,0.28
13054,0,1,0,21,1,8,1,5.0,7.1,0.53
13055,0,0,0,36,20,0,3,6.0,5.9,0.36
13056,1,0,1,49,10,7,2,4.0,6.3,0.43
13057,0,1,0,34,20,2,3,6.0,5.6,0.51
13058,0,0,0,26,8,9,4,4.0,7.7,0.57
13059,1,0,0,25,11,10,2,4.0,4.5,0.33
13060,0,0,0,36,10,8,3,6.0,6.6,0.55
13061,0,0,0,37,7,12,2,4.0,6.2,0.42
13062,0,0,1,46,9,11,2,3.0,5.5,0.4
13063,0,0,1,62,19,5,1,2.0,3.6,0.18
13064,0,0,0,25,20,2,1,4.0,5.0,0.34
13065,0,0,1,29,10,1,3,6.0,7.4,0.63
13066,1,0,1,41,17,1,2,4.0,5.5,0.36
13067,0,1,0,47,7,2,3,8.0,7.9,0.74
13068,1,1,0,30,19,6,0,1.0,5.9,0.45
13069,1,0,1,50,5,6,2,3.0,5.6,0.4
13070,1,0,1,63,8,11,3,4.0,6.4,0.46
13071,0,0,0,42,9,1,3,6.0,5.9,0.62
13072,0,0,1,47,20,6,0,1.0,2.8,0.08
13073,0,1,0,61,1,12,3,6.0,8.7,0.8
13074,0,1,0,27,16,11,1,4.0,5.0,0.46
13075,1,0,0,35,4,10,2,5.0,5.8,0.45
13076,1,1,1,40,5,10,0,1.0,1.0,0.06
13077,0,0,0,42,4,5,4,4.0,8.7,0.71
13078,1,1,0,33,11,4,2,3.0,5.4,0.5
13079,1,0,1,60,16,10,1,2.0,3.1,0.24
13080,1,1,1,24,7,9,3,7.0,8.2,0.85
13081,0,0,0,29,15,1,4,6.0,5.9,0.68
13082,0,1,0,50,7,10,3,6.0,7.8,0.67
13083,0,1,0,27,5,4,3,5.0,6.6,0.61
13084,0,0,0,43,8,5,3,5.0,7.5,0.69
13085,1,0,1,29,20,5,2,3.0,3.6,0.2
13086,1,0,1,51,6,9,1,3.0,5.2,0.46
13087,1,0,1,58,16,2,1,1.0,3.6,0.19
13088,1,1,0,60,16,11,1,3.0,4.3,0.31
13089,1,1,1,33,18,0,2,3.0,4.8,0.4
13090,0,1,0,44,5,10,2,5.0,6.3,0.6
13091,1,0,0,59,7,6,2,4.0,4.6,0.33
13092,1,0,1,54,18,11,1,2.0,4.5,0.45
13093,0,1,1,22,2,10,2,4.0,5.9,0.52
13094,1,1,0,46,3,10,3,6.0,7.4,0.56
13095,0,0,0,47,15,3,2,3.0,4.1,0.33
13096,1,0,0,28,4,12,2,3.0,3.3,0.25
13097,0,1,0,41,8,2,3,5.0,5.3,0.49
13098,0,0,0,47,12,3,1,2.0,2.5,0.12
13099,1,0,1,52,11,0,2,4.0,4.6,0.34
13100,0,0,0,47,20,1,4,8.0,7.7,0.74
13101,0,1,0,56,2,4,4,7.0,8.3,0.64
13102,0,0,1,24,19,10,2,4.0,4.8,0.37
13103,1,1,0,46,1,12,2,4.0,6.7,0.51
13104,1,1,0,61,17,0,1,2.0,3.8,0.3
13105,0,0,1,54,17,0,2,4.0,7.7,0.61
13106,0,0,0,64,4,5,2,3.0,5.7,0.42
13107,1,0,1,62,8,11,3,5.0,6.8,0.47
13108,0,1,1,30,6,5,2,5.0,6.5,0.45
13109,1,0,0,29,11,12,3,7.0,7.8,0.64
13110,0,1,0,62,5,7,2,5.0,6.1,0.51
13111,1,0,1,43,8,4,2,3.0,6.5,0.48
13112,0,1,1,57,13,3,3,6.0,6.3,0.5
13113,1,0,1,64,4,2,2,4.0,5.1,0.45
13114,0,1,0,42,2,9,0,1.0,4.4,0.25
