,Gender,Company Type,WFH Setup Available,Age,Tenure,Vacations taken,Designation,Average Hours worked per day,Employee satisfaction score,Mental Fatigue Score,Total_Days
10537,0,0,0,36,4,2,3,6.0,5.6,0.54,5255
10538,1,1,1,37,20,6,1,4.0,4.3,0.34,5370
10539,1,1,1,28,2,8,1,3.0,5.0,0.4,5371
10540,1,1,0,59,12,12,0,1.0,4.0,0.22,5132
10541,0,1,1,35,2,8,1,4.0,5.6,0.43,5175
10542,1,1,1,23,5,9,3,4.0,5.4,0.49,5120
10543,0,0,0,45,2,7,3,7.0,8.3,0.69,5245
10544,1,1,1,50,6,9,2,3.0,5.9,0.16,5321
10545,1,0,0,64,16,6,3,5.0,6.9,0.5,5125
10546,1,0,1,63,10,7,3,5.0,6.0,0.46,5218
10547,0,0,1,56,3,12,0,2.0,3.3,0.17,5340
10548,1,0,1,53,3,6,1,2.0,4.3,0.25,5187
10549,1,0,1,61,3,6,2,5.0,6.6,0.45,5279
10550,1,0,1,42,18,1,2,4.0,6.7,0.48,5330
10551,1,1,0,53,7,11,1,3.0,6.8,0.45,5237
10552,0,1,1,58,1,0,2,4.0,8.0,0.6,5313
10553,0,0,1,57,6,7,2,4.0,6.6,0.6,5335
10554,0,1,1,39,7,5,2,4.0,7.7,0.63,5400
10555,1,0,1,59,7,0,1,2.0,3.4,0.23,5371
10556,1,1,0,31,2,1,3,6.0,5.0,0.41,5377
10557,1,0,1,31,11,1,1,4.0,5.8,0.36,5307
10558,0,1,1,24,4,6,1,2.0,5.9,0.35,5079
10559,1,1,1,35,1,10,4,8.0,7.8,0.69,5083
10560,0,0,0,47,10,4,2,5.0,7.2,0.56,5145
10561,1,0,1,28,3,11,2,4.0,6.2,0.43,5186
10562,1,1,1,65,9,8,1,3.0,5.1,0.4,5341
10563,1,0,0,47,13,11,3,6.0,7.6,0.54,5119
10564,0,1,1,62,4,12,1,3.0,4.8,0.39,5213
10565,0,0,0,44,9,10,4,7.0,7.5,0.69,5183
10566,0,0,1,41,4,2,3,4.0,5.5,0.37,5060
10567,0,0,0,32,7,0,1,2.0,3.8,0.23,5386
10568,1,0,1,49,8,8,0,1.0,3.3,0.22,5137
10569,1,0,0,35,6,4,1,3.0,4.7,0.29,5362
10570,1,0,0,65,1,6,3,7.0,7.7,0.56,5385
10571,0,0,0,54,12,3,4,7.0,8.8,0.81,5396
10572,0,0,1,56,12,0,1,1.0,5.2,0.29,5130
10573,1,0,0,48,12,12,3,6.0,7.8,0.81,5265
10574,0,0,1,26,4,5,2,4.0,5.9,0.39,5082
10575,0,0,1,46,17,8,2,3.0,4.2,0.37,5155
10576,1,0,0,37,7,8,0,1.0,5.9,0.26,5254
10577,0,0,0,44,14,3,2,4.0,7.0,0.52,5317
10578,1,0,1,58,16,10,3,5.0,5.7,0.43,5224
10579,1,0,1,24,13,1,1,1.0,3.1,0.25,5229
10580,1,0,1,41,5,3,3,5.0,4.9,0.44,5089
10581,0,0,1,35,4,8,2,3.0,6.3,0.41,5388
10582,0,1,0,55,5,9,3,5.0,5.0,0.41,5124
10583,1,1,0,62,9,2,3,4.0,5.6,0.33,5085
10584,1,0,0,35,6,4,0,1.0,2.9,0.13,5380
10585,1,0,0,45,12,7,2,5.0,7.6,0.55,5095
10586,0,0,1,65,1,10,1,3.0,3.9,0.32,5094
10587,0,0,0,24,6,12,2,3.0,6.1,0.44,5231
10588,1,0,0,29,9,5,3,8.0,7.9,0.75,5271
10589,0,1,0,29,14,6,3,5.0,7.8,0.64,5372
10590,1,0,0,26,11,7,0,1.0,2.3,0.16,5334
10591,1,0,0,35,16,6,2,4.0,3.7,0.31,5314
10592,1,0,1,49,12,1,1,3.0,5.2,0.32,5254
10593,0,0,1,41,3,1,2,4.0,4.5,0.41,5238
10594,1,0,1,38,14,0,1,3.0,5.2,0.35,5128
10595,0,0,1,54,4,3,1,2.0,4.6,0.28,5409
10596,1,1,0,35,1,8,1,2.0,5.7,0.41,5156
10597,1,0,1,30,16,2,2,4.0,6.3,0.49,5360
10598,1,1,0,51,15,11,4,7.0,8.7,0.83,5343
10599,0,1,0,37,1,3,1,3.0,5.7,0.44,5225
10600,0,0,0,58,19,7,4,8.0,8.1,0.68,5254
10601,0,0,0,42,15,0,2,5.0,7.2,0.65,5206
10602,1,0,1,44,16,10,3,4.0,6.5,0.49,5251
10603,1,0,0,28,18,3,2,4.0,7.7,0.63,5208
10604,0,0,0,56,14,3,2,6.0,6.5,0.52,5103
10605,0,1,0,58,13,0,3,6.0,6.5,0.62,5051
10606,0,0,0,24,20,6,3,6.0,7.0,0.69,5349
10607,0,1,0,59,9,11,1,3.0,5.2,0.33,5260
10608,0,0,0,22,10,7,3,5.0,5.8,0.4,5232
10609,0,1,1,59,3,6,1,2.0,2.5,0.17,5065
10610,1,0,0,44,10,4,2,3.0,4.3,0.22,5256
10611,0,0,0,64,8,7,2,5.0,6.3,0.53,5225
10612,0,0,1,55,8,5,2,4.0,7.8,0.6,5313
10613,0,0,1,27,5,1,3,5.0,4.2,0.33,5178
10614,1,0,1,23,7,8,3,5.0,5.5,0.34,5378
10615,1,1,0,28,9,7,3,7.0,9.1,0.78,5122
10616,1,0,1,34,8,5,3,6.0,7.0,0.49,5254
10617,0,0,1,59,6,5,4,10.0,10.0,0.94,5272
10618,0,1,0,41,5,6,2,5.0,6.5,0.55,5293
10619,0,0,0,37,16,11,2,3.0,1.9,0.15,5275
10620,0,1,0,54,14,10,2,3.0,3.4,0.17,5386
10621,0,1,1,60,11,1,1,2.0,4.2,0.23,5189
10622,1,0,1,61,2,1,1,3.0,5.9,0.45,5184
10623,1,0,1,52,12,7,2,4.0,5.9,0.45,5323
10624,0,1,1,53,9,10,4,7.0,8.4,0.77,5283
10625,0,1,1,42,19,11,2,5.0,5.9,0.49,5400
10626,1,0,0,51,17,8,3,4.0,5.0,0.44,5053
10627,0,1,1,40,1,0,2,4.0,5.9,0.48,5252
10628,0,0,0,33,18,3,3,7.0,6.4,0.53,5160
10629,1,0,0,27,18,7,1,3.0,4.7,0.4,5334
10630,0,0,1,43,18,11,2,5.0,5.9,0.37,5311
10631,1,0,0,41,4,4,3,6.0,6.4,0.52,5297
10632,1,0,1,42,18,12,2,3.0,4.8,0.24,5185
10633,0,0,1,32,8,11,3,5.0,7.9,0.63,5230
10634,1,1,1,42,17,12,2,4.0,4.5,0.39,5197
10635,1,1,1,39,11,4,1,4.0,6.3,0.44,5197
10636,1,1,1,30,14,10,0,1.0,5.9,0.45,5324
10637,1,1,1,48,9,9,1,3.0,5.0,0.26,5132
10638,0,1,1,30,17,8,1,2.0,4.3,0.25,5064
10639,0,0,1,34,17,8,3,4.0,5.9,0.46,5141
10640,0,0,1,55,6,12,2,4.0,5.1,0.31,5272
10641,1,0,1,32,20,4,0,1.0,1.0,0.45,5077
10642,1,1,0,34,8,2,1,3.0,5.9,0.44,5247
10643,1,0,1,62,9,11,1,3.0,4.0,0.32,5412
10644,0,0,1,47,3,5,4,7.0,5.9,0.69,5376
10645,1,0,1,36,10,2,1,3.0,3.2,0.27,5414
10646,1,1,1,31,18,11,2,3.0,4.0,0.27,5113
10647,0,0,1,62,3,3,2,4.0,6.0,0.46,5171
10648,1,0,0,43,8,1,1,3.0,5.2,0.36,5371
10649,0,1,0,57,13,5,0,2.0,4.3,0.32,5117
10650,1,0,0,37,7,0,3,5.0,7.7,0.57,5287
10651,1,0,0,43,14,2,2,3.0,3.2,0.27,5340
10652,1,0,1,31,9,4,2,5.0,6.3,0.61,5203
10653,0,0,1,38,18,8,2,3.0,5.9,0.29,5105
10654,0,1,0,53,8,11,2,4.0,7.2,0.49,5280
10655,0,0,1,43,18,9,3,4.0,5.0,0.43,5138
10656,0,0,0,54,9,12,1,2.0,2.6,0.15,5103
10657,1,1,1,23,7,12,2,4.0,5.7,0.36,5358
10658,1,0,0,34,9,5,2,3.0,4.5,0.25,5387
10659,0,0,0,55,17,7,2,4.0,7.5,0.63,5087
10660,0,1,1,28,16,1,1,3.0,5.9,0.35,5098
10661,0,0,1,64,18,1,2,3.0,5.6,0.4,5353
10662,0,1,0,35,2,12,3,6.0,6.4,0.57,5151
10663,1,0,0,32,8,11,3,5.0,5.8,0.5,5362
10664,1,1,1,61,4,6,3,7.0,9.2,0.87,5299
10665,0,1,0,28,10,12,2,4.0,5.2,0.32,5312
10666,0,0,1,43,14,8,1,1.0,3.0,0.22,5051
10667,0,0,1,61,14,0,3,7.0,5.9,0.51,5059
10668,0,1,0,34,5,7,3,8.0,9.4,0.79,5243
10669,0,0,0,28,1,6,3,8.0,8.6,0.79,5167
10670,1,0,1,34,4,10,2,4.0,4.2,0.29,5291
10671,0,1,1,36,8,0,2,5.0,5.8,0.55,5392
10672,0,0,0,25,17,4,1,2.0,3.6,0.19,5171
10673,1,1,0,31,3,12,1,4.0,5.5,0.34,5310
10674,0,0,1,42,9,11,3,5.0,5.9,0.35,5383
10675,1,0,0,57,17,10,0,1.0,1.3,0.03,5366
10676,0,1,1,52,18,0,3,5.0,4.1,0.29,5080
10677,0,0,1,41,18,5,1,2.0,3.4,0.24,5341
10678,0,0,0,29,8,12,1,3.0,5.8,0.44,5372
10679,1,0,1,52,19,12,3,7.0,8.1,0.74,5151
10680,1,0,0,31,17,8,3,4.0,8.3,0.65,5083
10681,0,0,1,63,11,0,4,7.0,8.6,0.76,5186
10682,0,0,0,58,3,10,3,4.0,7.9,0.6,5078
10683,1,0,0,42,11,5,4,7.0,8.7,0.86,5323
10684,1,0,1,65,20,4,2,4.0,6.3,0.4,5225
10685,0,0,0,47,14,1,2,5.0,7.3,0.53,5094
10686,1,0,1,62,9,9,1,2.0,4.1,0.26,5152
10687,0,1,1,27,5,0,4,4.0,8.9,0.76,5090
10688,0,0,1,65,18,11,4,7.0,9.2,0.78,5083
10689,0,0,0,34,9,8,4,8.0,8.7,0.69,5198
10690,1,0,1,29,8,10,1,3.0,4.5,0.29,5329
10691,0,0,1,23,4,5,3,6.0,4.1,0.33,5262
10692,1,0,1,40,6,3,3,4.0,5.7,0.36,5263
10693,1,1,0,47,12,3,4,10.0,5.9,0.96,5382
10694,0,0,0,33,10,10,3,6.0,6.6,0.58,5342
10695,1,0,1,23,5,4,1,2.0,2.8,0.21,5403
10696,0,1,0,65,14,7,3,6.0,6.8,0.59,5187
10697,0,0,0,23,18,9,2,5.0,5.9,0.61,5102
10698,0,0,1,44,7,10,2,3.0,4.7,0.34,5293
10699,1,0,1,23,12,6,0,1.0,5.9,0.09,5091
10700,0,0,0,41,10,0,3,6.0,6.1,0.57,5085
10701,1,1,0,26,14,3,1,2.0,4.6,0.45,5062
10702,1,1,1,32,14,2,3,7.0,7.7,0.63,5177
10703,0,0,1,37,19,5,2,3.0,5.7,0.49,5407
10704,0,0,1,22,13,7,5,10.0,5.9,0.97,5199
10705,1,1,0,47,11,2,3,6.0,6.3,0.55,5070
10706,0,0,0,58,16,1,3,5.0,5.2,0.39,5054
10707,0,0,1,23,10,0,2,6.0,6.1,0.52,5297
10708,1,0,1,64,19,6,2,4.0,4.6,0.23,5264
10709,0,0,1,35,16,7,3,6.0,7.6,0.69,5119
10710,1,0,1,39,14,5,2,5.0,6.5,0.41,5096
10711,1,0,0,36,7,6,0,2.0,3.5,0.2,5302
10712,1,1,0,47,7,8,0,1.0,1.9,0.11,5092
10713,1,0,1,42,13,1,0,1.0,1.3,0.01,5338
10714,0,0,1,56,2,3,1,2.0,3.9,0.28,5389
10715,0,0,0,55,17,5,2,4.0,7.7,0.59,5356
10716,0,1,1,38,14,1,2,4.0,6.4,0.43,5055
10717,1,1,1,47,10,2,1,4.0,4.5,0.33,5353
10718,1,1,0,36,5,6,3,5.0,7.1,0.53,5398
10719,0,1,1,24,16,0,2,4.0,4.3,0.38,5342
10720,0,0,0,64,12,4,2,4.0,5.9,0.57,5318
10721,1,1,0,45,11,12,1,1.0,2.9,0.2,5398
10722,1,1,1,48,12,12,0,1.0,1.6,0.13,5099
10723,0,0,0,45,16,1,3,7.0,8.2,0.74,5118
10724,1,1,1,37,15,9,1,1.0,3.8,0.18,5298
10725,1,1,0,60,19,3,1,3.0,5.9,0.37,5306
10726,0,1,1,44,1,11,3,6.0,7.5,0.6,5288
10727,1,0,0,52,8,4,2,5.0,6.3,0.59,5364
10728,0,1,1,36,7,2,1,3.0,5.9,0.29,5237
10729,0,1,0,33,4,5,1,4.0,4.7,0.36,5150
10730,1,1,1,23,11,12,1,3.0,5.0,0.42,5243
10731,1,0,1,47,14,6,3,5.0,5.7,0.42,5217
10732,1,1,1,51,14,3,1,3.0,5.9,0.21,5223
10733,0,0,1,26,8,6,1,4.0,6.5,0.56,5225
10734,0,1,0,34,14,2,3,5.0,7.7,0.56,5163
10735,0,0,0,53,15,1,2,5.0,6.0,0.44,5323
10736,0,0,1,63,9,0,2,4.0,5.8,0.45,5127
10737,0,1,0,51,15,0,2,5.0,6.5,0.51,5306
10738,0,0,0,34,19,9,1,3.0,6.5,0.44,5112
10739,1,0,1,38,9,12,1,2.0,3.7,0.2,5340
10740,0,0,1,27,2,4,3,7.0,6.8,0.52,5140
10741,1,1,0,62,13,3,4,4.0,9.5,0.88,5309
10742,1,0,0,58,4,10,2,2.0,3.0,0.21,5079
10743,1,0,1,39,14,11,2,5.0,6.6,0.48,5365
10744,0,1,0,61,12,7,5,9.0,9.3,0.82,5232
10745,1,1,1,62,17,2,2,4.0,6.1,0.52,5062
10746,1,0,0,35,11,1,4,8.0,7.6,0.56,5155
10747,0,1,0,32,20,5,2,5.0,5.9,0.64,5347
10748,0,0,1,65,20,7,1,4.0,4.9,0.41,5247
10749,1,1,1,45,11,4,4,9.0,8.2,0.76,5231
10750,1,0,0,39,6,6,3,6.0,7.9,0.58,5280
10751,0,0,1,58,19,11,3,5.0,6.1,0.58,5397
10752,1,1,0,32,15,4,3,4.0,5.9,0.67,5112
10753,1,0,1,48,5,3,3,5.0,6.1,0.49,5062
10754,0,0,0,43,10,8,2,2.0,5.1,0.27,5240
10755,1,1,1,63,12,6,2,4.0,6.1,0.5,5124
10756,0,0,1,58,7,8,1,2.0,5.8,0.45,5323
10757,1,0,0,21,11,12,3,6.0,7.1,0.45,5235
10758,0,1,0,38,11,4,2,5.0,6.9,0.53,5241
10759,1,1,0,60,5,5,5,4.0,9.1,0.79,5195
10760,1,1,1,29,19,4,1,2.0,6.6,0.47,5122
10761,0,1,0,33,18,3,5,10.0,9.5,1.0,5091
10762,1,0,0,56,12,2,3,7.0,9.2,0.82,5129
10763,1,0,0,51,14,4,2,4.0,6.5,0.65,5162
10764,1,1,0,56,16,8,2,4.0,4.1,0.31,5278
10765,0,1,0,56,16,12,2,5.0,4.9,0.42,5343
10766,1,0,1,55,19,5,2,5.0,5.3,0.48,5332
10767,1,0,0,22,15,5,1,3.0,5.7,0.34,5117
10768,1,0,1,58,14,4,1,2.0,3.5,0.29,5135
10769,0,0,0,41,19,7,3,5.0,6.6,0.62,5294
10770,0,1,1,54,7,7,2,4.0,4.1,0.34,5222
10771,0,0,0,47,7,9,2,5.0,5.9,0.42,5371
10772,1,1,0,36,17,5,5,10.0,8.4,0.79,5358
10773,1,0,0,55,8,10,4,7.0,9.6,0.82,5257
10774,1,1,1,44,3,8,3,5.0,4.8,0.37,5335
10775,1,1,1,42,1,5,2,3.0,5.1,0.46,5249
10776,1,0,1,48,4,12,2,3.0,2.0,0.12,5364
10777,1,0,0,36,1,2,1,2.0,1.0,0.02,5132
10778,0,0,0,39,7,4,3,6.0,8.5,0.69,5179
10779,0,0,0,36,20,11,0,2.0,4.7,0.23,5248
10780,0,1,0,44,16,12,2,4.0,6.4,0.52,5179
10781,1,0,1,60,17,7,2,3.0,4.2,0.24,5150
10782,0,1,1,47,3,8,3,6.0,5.9,0.58,5377
10783,0,1,1,39,1,3,3,5.0,7.8,0.64,5268
10784,0,0,0,65,17,2,1,3.0,5.9,0.42,5249
10785,0,1,1,36,17,11,1,2.0,3.4,0.24,5286
10786,0,1,1,26,15,11,3,4.0,4.5,0.37,5093
10787,1,1,1,37,17,8,2,5.0,5.6,0.33,5191
10788,1,0,0,53,5,8,0,1.0,2.9,0.24,5122
10789,1,0,0,43,15,4,1,4.0,3.9,0.32,5391
10790,1,1,1,30,17,12,3,7.0,8.0,0.6,5200
10791,1,1,1,50,7,10,1,2.0,1.6,0.12,5272
10792,1,0,0,21,9,7,2,4.0,3.1,0.26,5290
10793,1,0,1,63,6,1,2,3.0,5.5,0.44,5163
10794,0,0,1,52,16,4,1,2.0,4.0,0.24,5230
10795,0,0,1,59,10,5,2,5.0,4.8,0.38,5059
10796,0,0,1,37,7,3,2,4.0,5.2,0.35,5287
10797,0,0,0,46,6,12,1,3.0,6.4,0.51,5052
10798,1,0,0,59,6,1,4,7.0,6.2,0.6,5402
10799,0,0,0,29,15,11,3,7.0,5.7,0.52,5256
10800,0,1,0,60,1,11,2,6.0,7.0,0.6,5309
10801,1,0,1,21,6,8,1,3.0,4.2,0.19,5115
10802,1,0,1,26,8,11,3,6.0,6.8,0.66,5405
10803,0,1,1,56,9,5,3,4.0,5.2,0.37,5275
10804,0,0,1,25,7,8,2,3.0,4.9,0.33,5217
10805,1,1,1,21,19,0,2,4.0,3.6,0.3,5090
10806,0,0,0,28,4,7,4,8.0,5.9,0.68,5112
10807,1,1,0,27,7,12,1,1.0,1.1,0.01,5371
10808,1,1,1,53,16,11,1,2.0,5.1,0.38,5260
10809,0,0,1,46,8,9,2,4.0,5.9,0.54,5109
10810,0,1,1,22,16,8,2,4.0,3.4,0.28,5245
10811,1,0,0,57,1,4,2,5.0,5.3,0.41,5340
10812,1,0,0,31,5,2,3,4.0,5.4,0.48,5078
10813,0,0,1,64,17,11,2,4.0,5.7,0.47,5311
10814,0,0,0,30,9,8,1,3.0,5.9,0.49,5171
10815,0,1,0,50,7,4,5,10.0,5.9,0.9,5288
10816,1,0,0,35,2,7,4,6.0,7.5,0.6,5375
10817,1,1,0,38,7,12,2,5.0,7.5,0.53,5176
10818,0,1,1,32,16,7,2,3.0,3.8,0.26,5385
10819,0,0,1,46,19,6,2,4.0,6.7,0.46,5058
10820,1,0,1,56,2,7,3,6.0,7.7,0.69,5286
10821,0,1,0,51,9,11,2,5.0,6.6,0.55,5341
10822,0,0,1,24,13,1,2,5.0,5.1,0.32,5224
10823,0,0,1,64,6,2,4,7.0,8.2,0.64,5275
10824,1,1,1,46,12,12,1,2.0,6.8,0.46,5289
10825,1,0,0,41,9,1,2,4.0,6.8,0.57,5105
10826,1,0,1,60,12,2,2,3.0,5.9,0.37,5090
10827,1,1,1,55,7,4,0,1.0,3.6,0.17,5341
10828,0,0,1,24,5,4,3,7.0,6.8,0.56,5331
10829,1,1,0,32,5,3,2,5.0,6.2,0.59,5145
10830,0,1,1,28,12,0,3,6.0,7.0,0.63,5304
10831,1,0,1,45,17,0,0,2.0,3.1,0.13,5283
10832,0,0,0,48,13,6,2,5.0,7.5,0.55,5152
10833,1,1,0,43,11,5,0,2.0,3.3,0.23,5282
10834,1,1,1,64,4,11,2,4.0,6.8,0.47,5319
10835,0,0,0,22,9,2,3,5.0,7.6,0.54,5289
10836,0,1,1,40,17,9,3,4.0,7.4,0.54,5102
10837,0,1,1,62,13,0,3,6.0,8.3,0.45,5412
10838,0,0,0,38,10,1,2,4.0,3.9,0.45,5241
10839,0,1,1,59,2,0,3,7.0,8.0,0.73,5144
10840,1,0,1,58,10,11,0,1.0,5.9,0.45,5137
10841,0,1,0,45,3,3,4,6.0,8.3,0.65,5253
10842,0,1,1,28,9,10,2,3.0,4.7,0.45,5380
10843,1,0,0,45,4,11,3,4.0,6.4,0.55,5154
10844,1,0,1,46,1,5,2,4.0,5.7,0.33,5295
10845,0,0,0,36,8,0,2,5.0,5.9,0.59,5339
10846,1,0,0,39,13,4,1,2.0,5.9,0.19,5157
10847,0,0,0,29,9,5,3,8.0,8.7,0.74,5339
10848,0,1,0,39,17,7,4,8.0,8.4,0.8,5069
10849,1,0,1,61,10,7,2,4.0,5.6,0.39,5367
10850,1,1,0,62,1,10,3,7.0,8.3,0.64,5357
10851,1,0,0,54,7,9,3,5.0,5.7,0.4,5276
10852,0,0,0,33,5,3,0,1.0,5.9,0.45,5362
10853,1,0,1,49,14,3,3,6.0,5.9,0.56,5235
10854,0,0,1,35,3,6,2,5.0,7.4,0.71,5325
10855,0,0,1,65,19,9,3,5.0,6.1,0.6,5230
10856,0,0,0,57,10,8,2,4.0,6.0,0.43,5223
10857,1,0,1,22,19,11,1,2.0,5.7,0.39,5206
10858,0,0,0,59,8,11,2,4.0,4.9,0.25,5106
10859,0,1,0,27,9,7,3,4.0,10.0,1.0,5400
10860,0,0,1,62,4,12,2,4.0,5.7,0.37,5100
10861,0,0,1,36,11,4,2,5.0,6.7,0.65,5239
10862,1,0,0,50,11,11,3,7.0,7.8,0.57,5248
10863,1,0,0,64,18,2,2,3.0,5.0,0.44,5153
10864,0,1,0,27,13,8,3,6.0,7.9,0.7,5209
10865,1,0,1,49,1,1,1,2.0,4.1,0.18,5060
10866,1,1,1,63,20,4,1,3.0,5.3,0.32,5114
10867,0,0,1,51,18,3,2,3.0,5.8,0.46,5258
10868,1,0,1,44,6,12,1,2.0,3.1,0.18,5065
10869,1,0,1,34,13,4,1,4.0,4.1,0.18,5117
10870,1,1,0,47,17,3,2,4.0,6.0,0.54,5223
10871,1,0,1,36,1,5,2,4.0,5.3,0.3,5179
10872,1,0,0,49,12,8,2,3.0,5.2,0.46,5285
10873,0,0,0,62,7,10,3,6.0,7.8,0.64,5380
10874,1,0,1,63,14,9,2,5.0,4.7,0.34,5279
10875,0,0,1,47,17,9,2,3.0,5.4,0.47,5146
10876,0,0,1,21,9,11,1,2.0,4.9,0.39,5183
10877,0,0,0,48,20,9,3,7.0,9.3,0.79,5185
10878,1,1,0,35,1,5,4,7.0,7.2,0.67,5083
10879,1,1,1,50,4,9,3,4.0,4.9,0.42,5145
10880,1,0,1,30,10,8,2,3.0,4.2,0.3,5157
10881,1,0,1,43,4,7,2,4.0,5.0,0.45,5273
10882,0,0,1,34,15,10,1,3.0,6.4,0.49,5298
10883,0,1,1,52,19,4,0,1.0,1.2,0.05,5082
10884,0,0,0,52,7,12,3,7.0,8.1,0.82,5339
10885,0,0,0,57,12,1,3,6.0,8.7,0.69,5402
10886,0,1,1,54,20,0,3,4.0,5.5,0.45,5388
10887,1,0,0,36,11,11,2,4.0,6.6,0.61,5198
10888,0,0,1,55,16,9,1,4.0,4.9,0.35,5363
10889,1,0,1,34,8,7,1,3.0,4.8,0.3,5357
10890,1,0,1,24,3,5,1,2.0,3.9,0.28,5082
10891,1,0,0,62,8,11,3,6.0,8.6,0.74,5128
10892,0,0,1,60,18,12,2,5.0,6.6,0.59,5239
10893,0,1,1,32,3,8,4,8.0,6.7,0.59,5121
10894,1,0,1,49,3,2,4,6.0,7.4,0.67,5331
10895,0,0,1,36,15,6,1,1.0,1.8,0.05,5264
10896,0,0,1,34,4,10,2,4.0,5.2,0.29,5382
10897,0,1,1,55,4,12,2,4.0,6.5,0.43,5075
10898,1,0,0,36,1,6,2,4.0,5.8,0.39,5181
10899,0,1,1,61,15,4,1,2.0,2.1,0.16,5145
10900,1,0,0,54,2,1,1,4.0,5.1,0.41,5081
10901,1,0,1,46,8,10,0,1.0,1.9,0.07,5182
10902,0,1,1,36,13,1,2,5.0,5.9,0.35,5214
10903,1,0,0,21,18,9,2,4.0,6.6,0.45,5239
10904,0,1,0,30,3,10,4,9.0,9.0,1.0,5169
10905,0,0,0,45,8,8,2,4.0,3.0,0.22,5401
10906,1,1,1,48,3,5,0,1.0,1.8,0.45,5190
10907,0,0,0,60,10,4,4,8.0,8.8,0.73,5122
10908,1,0,0,54,18,12,1,5.0,5.9,0.56,5206
10909,0,1,1,44,20,4,3,5.0,5.8,0.51,5160
10910,1,1,1,55,15,0,3,5.0,5.9,0.43,5175
10911,1,0,1,41,3,2,2,4.0,4.9,0.45,5208
10912,0,1,0,33,1,10,2,4.0,6.0,0.55,5404
10913,1,1,1,56,6,11,0,1.0,1.6,0.02,5249
10914,0,1,0,31,6,3,2,5.0,7.2,0.56,5183
10915,1,0,1,42,11,8,1,3.0,4.9,0.45,5310
10916,0,1,1,57,20,4,1,2.0,4.8,0.42,5151
10917,1,0,1,33,14,3,1,3.0,6.1,0.39,5215
10918,1,0,0,45,5,9,4,8.0,9.1,0.75,5339
10919,1,1,1,21,18,5,2,4.0,5.4,0.31,5237
10920,1,0,1,65,18,2,2,4.0,3.4,0.27,5154
10921,0,0,1,43,10,6,0,1.0,3.9,0.2,5188
10922,0,0,1,44,20,8,5,9.0,10.0,0.98,5103
10923,1,1,0,48,4,5,4,7.0,7.7,0.59,5108
10924,1,0,0,60,10,5,2,6.0,6.5,0.57,5355
10925,0,0,1,46,2,2,3,6.0,6.1,0.44,5082
10926,0,0,0,46,6,11,1,4.0,5.1,0.36,5135
10927,1,0,0,30,18,1,2,4.0,7.3,0.45,5183
10928,0,1,0,28,14,4,4,8.0,8.7,0.78,5219
10929,1,1,0,28,3,11,0,1.0,1.5,0.02,5312
10930,0,0,1,33,3,9,4,8.0,5.9,0.7,5336
10931,0,1,1,55,12,4,2,4.0,5.2,0.45,5384
10932,1,0,0,22,15,10,2,6.0,8.9,0.76,5251
10933,1,0,1,44,7,1,2,4.0,3.4,0.25,5370
10934,0,1,0,26,6,6,3,6.0,5.2,0.43,5164
10935,0,1,0,57,2,0,2,4.0,5.7,0.34,5242
10936,0,0,0,49,13,0,4,6.0,7.8,0.6,5053
10937,0,0,1,55,17,0,1,1.0,0.9,0.04,5346
10938,1,0,0,54,5,10,3,7.0,5.9,0.74,5400
10939,0,1,0,45,7,10,5,9.0,8.2,0.75,5266
10940,0,0,1,48,1,1,2,6.0,6.1,0.53,5398
10941,1,1,0,60,12,0,2,6.0,7.4,0.51,5332
10942,1,0,0,47,20,0,2,4.0,6.0,0.42,5405
10943,1,0,1,27,13,12,1,4.0,6.4,0.45,5140
10944,1,0,0,63,13,10,4,7.0,7.8,0.7,5288
10945,1,1,0,63,4,11,3,5.0,5.9,0.38,5165
10946,0,0,1,38,19,1,1,3.0,6.0,0.49,5323
10947,1,0,1,21,9,12,0,1.0,2.9,0.08,5138
10948,1,0,1,22,12,2,2,3.0,3.9,0.24,5235
10949,1,0,0,60,12,7,2,5.0,6.2,0.47,5188
10950,0,0,1,60,3,5,3,5.0,7.1,0.61,5118
10951,0,1,1,24,10,4,2,5.0,7.0,0.54,5284
10952,0,0,0,43,2,8,2,4.0,5.6,0.48,5381
10953,1,0,0,63,11,8,3,8.0,9.0,0.77,5385
10954,1,1,0,55,10,8,2,6.0,6.9,0.7,5255
10955,0,1,1,25,5,12,3,5.0,5.9,0.41,5326
10956,0,0,1,22,3,4,1,3.0,4.4,0.35,5228
10957,0,1,1,35,20,6,3,4.0,7.5,0.59,5331
10958,1,1,1,55,2,2,2,3.0,6.3,0.48,5212
10959,1,0,0,54,3,10,3,6.0,7.5,0.64,5255
10960,1,0,1,65,9,3,2,4.0,6.4,0.54,5248
10961,0,1,1,43,9,6,1,5.0,6.6,0.52,5195
10962,0,1,0,57,3,4,2,4.0,6.4,0.52,5302
10963,1,0,1,31,8,6,2,5.0,5.9,0.65,5283
10964,0,0,0,27,15,9,3,8.0,9.0,0.98,5218
10965,0,1,0,38,5,5,2,4.0,6.2,0.47,5362
10966,1,1,1,45,19,1,1,3.0,5.9,0.42,5163
10967,1,1,1,36,11,3,3,6.0,6.2,0.38,5162
10968,0,0,1,21,5,12,3,5.0,7.3,0.5,5052
10969,1,0,1,59,4,1,1,3.0,5.9,0.33,5397
10970,1,1,1,23,19,1,3,5.0,5.1,0.34,5171
10971,0,1,1,50,6,3,4,8.0,8.0,0.45,5399
