Gender,Company Type,WFH Setup Available,Age,Tenure,Vacations taken,Designation,Average Hours worked per day,Employee satisfaction score,Mental Fatigue Score
1,1,0,28,17,10,2,5.0,7.3,0.63
1,0,1,31,8,9,3,4.0,5.8,0.45
0,0,0,50,18,1,5,8.0,8.4,0.72
0,1,0,32,18,6,3,8.0,8.9,0.71
0,1,1,56,4,11,2,5.0,4.1,0.35
1,0,1,35,20,1,2,4.0,5.3,0.43
0,1,0,30,14,11,3,8.0,7.3,0.71
0,0,1,48,10,11,1,2.0,4.4,0.24
0,0,1,51,13,5,4,7.0,6.2,0.57
1,0,1,53,19,4,4,7.0,7.8,0.65
1,1,1,59,20,4,2,2.0,4.3,0.2
1,1,1,40,8,2,3,6.0,6.8,0.47
1,0,0,36,17,12,3,5.0,7.0,0.47
1,1,0,29,7,2,2,4.0,6.7,0.57
0,0,0,45,12,1,4,9.0,8.3,0.78
1,0,1,61,13,1,3,4.0,7.1,0.49
1,0,0,55,20,9,2,6.0,5.9,0.72
0,0,0,43,3,11,3,6.0,6.0,0.43
1,0,0,56,1,12,4,8.0,7.8,0.59
1,0,1,53,6,2,1,4.0,5.0,0.46
1,0,1,52,6,2,1,3.0,5.7,0.42
1,0,0,32,2,11,2,4.0,5.1,0.33
1,1,1,32,11,3,1,4.0,3.9,0.25
1,1,1,39,10,1,3,5.0,5.8,0.39
0,0,0,57,20,12,3,6.0,6.9,0.55
0,0,1,37,6,5,3,7.0,7.5,0.54
1,0,1,45,20,11,2,3.0,4.3,0.24
0,0,1,23,3,7,3,5.0,6.4,0.5
1,0,0,62,15,7,3,5.0,6.1,0.48
0,1,0,55,2,8,3,7.0,5.9,0.52
1,0,0,58,19,12,4,7.0,9.0,0.81
1,0,0,32,15,2,4,6.0,7.3,0.61
1,0,0,54,8,8,2,5.0,8.1,0.65
0,1,1,27,10,7,1,4.0,6.5,0.49
1,0,1,22,5,7,2,2.0,4.4,0.45
1,0,0,28,4,5,3,7.0,6.3,0.52
1,0,0,37,17,1,0,1.0,2.1,0.07
1,0,1,55,1,3,0,2.0,2.8,0.22
1,0,1,61,12,7,1,2.0,4.1,0.19
1,0,1,52,6,10,2,3.0,5.9,0.35
0,1,0,65,10,8,2,4.0,4.2,0.35
1,0,1,42,4,5,1,4.0,4.2,0.31
1,0,0,60,9,3,5,9.0,9.0,0.83
0,0,1,57,14,8,4,7.0,7.2,0.51
1,0,0,56,6,12,2,3.0,6.2,0.43
0,0,1,30,19,12,2,5.0,6.5,0.48
1,0,1,62,10,7,3,5.0,5.9,0.49
1,1,0,54,2,0,3,4.0,5.9,0.56
1,0,0,27,12,3,2,5.0,7.2,0.67
1,1,0,39,15,9,2,5.0,6.5,0.51
0,1,1,59,20,3,1,3.0,5.9,0.57
0,1,0,21,20,2,1,5.0,6.4,0.51
1,1,0,30,8,11,2,4.0,6.3,0.61
1,1,0,43,4,1,2,6.0,7.8,0.61
1,0,0,54,3,6,4,8.0,8.7,0.75
1,0,0,32,20,12,3,6.0,5.9,0.45
1,0,1,58,10,3,3,7.0,7.2,0.52
0,1,1,39,7,11,3,8.0,8.6,0.83
1,0,1,27,10,7,1,2.0,3.1,0.26
0,0,1,29,4,11,2,4.0,5.9,0.17
1,0,1,39,9,12,2,2.0,1.0,0.06
0,0,0,55,5,12,4,8.0,8.0,0.72
0,0,0,30,13,4,3,6.0,6.1,0.41
1,0,1,22,11,4,3,5.0,5.3,0.47
0,0,0,31,17,2,4,6.0,7.2,0.67
1,0,0,55,9,4,2,7.0,7.9,0.72
0,0,0,43,16,9,1,3.0,6.3,0.54
0,0,0,52,2,3,3,5.0,7.7,0.63
0,0,1,31,7,12,3,4.0,6.5,0.63
1,0,0,60,7,2,2,4.0,5.8,0.49
1,1,0,22,18,2,3,6.0,7.3,0.5
0,0,0,50,9,10,2,4.0,6.9,0.45
1,1,0,36,13,11,3,5.0,6.2,0.53
0,1,1,55,6,0,3,7.0,8.9,0.73
1,0,0,22,5,5,2,4.0,7.6,0.62
1,1,0,61,13,9,4,6.0,7.4,0.57
1,1,0,45,10,0,3,7.0,8.0,0.7
0,1,0,46,20,8,1,4.0,7.5,0.53
1,0,1,29,10,0,4,7.0,6.8,0.69
1,0,1,42,1,1,3,4.0,5.9,0.4
0,0,0,46,13,8,2,4.0,6.4,0.63
1,0,1,48,15,1,1,4.0,4.3,0.35
0,0,1,23,2,6,2,5.0,5.3,0.43
1,0,1,40,4,5,4,8.0,8.9,0.84
1,1,0,44,2,5,1,3.0,5.9,0.26
0,0,1,55,16,1,1,1.0,3.4,0.25
0,0,0,21,10,4,2,4.0,5.7,0.35
1,0,0,55,7,11,3,4.0,5.9,0.5
0,0,0,42,2,2,1,1.0,2.1,0.17
0,0,0,46,14,9,1,4.0,5.2,0.42
1,0,1,55,9,7,2,4.0,6.6,0.44
1,0,1,40,8,2,1,3.0,5.5,0.39
0,1,1,43,10,1,1,2.0,3.4,0.16
0,1,0,30,14,8,2,5.0,5.4,0.33
1,0,0,36,19,1,3,5.0,6.3,0.59
1,0,0,62,5,9,4,6.0,7.4,0.66
0,1,1,48,10,12,2,5.0,6.4,0.48
1,0,1,31,11,8,1,1.0,0.6,0.45
1,1,1,41,6,9,3,6.0,4.8,0.43
0,1,1,48,1,10,2,4.0,4.7,0.4
1,0,0,55,11,9,3,7.0,5.9,0.68
1,0,0,63,2,1,2,4.0,3.6,0.22
0,0,1,28,7,3,3,7.0,6.9,0.62
0,1,0,48,20,5,1,1.0,5.9,0.45
1,1,1,63,13,4,1,3.0,5.5,0.31
0,0,1,56,6,7,3,5.0,5.9,0.42
1,1,1,61,7,5,1,2.0,3.2,0.25
1,0,0,56,12,10,1,2.0,5.4,0.37
0,1,1,34,15,5,2,3.0,5.3,0.47
0,1,0,57,11,6,2,4.0,4.4,0.26
1,0,0,21,20,9,2,4.0,5.9,0.6
1,1,1,44,6,10,1,3.0,4.6,0.37
0,0,0,47,20,2,3,5.0,6.4,0.45
0,1,0,59,7,4,3,6.0,6.6,0.61
1,0,0,50,17,1,3,6.0,5.9,0.55
1,0,0,62,14,1,1,3.0,5.3,0.3
1,1,1,25,19,1,1,4.0,4.6,0.45
1,0,1,24,6,0,5,10.0,8.5,0.74
0,0,0,35,10,1,3,6.0,6.6,0.56
1,0,0,21,3,12,2,3.0,5.8,0.41
1,0,1,63,10,1,2,3.0,5.9,0.45
1,1,0,51,19,2,3,5.0,5.3,0.43
0,1,0,65,2,5,2,4.0,5.9,0.45
1,0,1,44,17,8,2,2.0,2.2,0.15
1,0,0,27,19,0,2,5.0,7.4,0.55
0,1,0,37,4,11,2,5.0,7.3,0.53
0,1,1,22,20,5,0,1.0,5.9,0.45
1,0,1,45,19,4,3,6.0,7.4,0.61
1,0,0,39,14,0,2,5.0,7.3,0.65
1,0,1,46,17,12,4,7.0,5.9,0.69
0,0,1,44,11,1,2,2.0,2.8,0.18
1,1,1,56,1,8,1,1.0,4.3,0.23
1,0,0,56,7,9,2,4.0,2.7,0.45
0,0,1,22,2,3,3,7.0,6.9,0.62
1,0,0,33,18,6,4,7.0,9.9,0.86
0,0,1,54,18,9,2,3.0,6.2,0.45
1,0,0,45,5,7,4,7.0,7.5,0.56
0,0,1,25,13,8,1,1.0,1.3,0.45
1,0,0,64,10,9,4,6.0,7.4,0.52
0,0,0,59,5,8,4,7.0,9.3,0.78
0,0,0,61,19,9,1,1.0,3.2,0.21
1,1,1,57,9,4,3,6.0,5.3,0.45
0,1,1,40,5,0,4,9.0,9.7,0.99
0,0,1,34,7,4,1,3.0,5.1,0.43
1,1,0,21,13,10,4,6.0,6.8,0.68
1,0,1,56,7,2,1,2.0,5.4,0.47
1,0,1,39,6,9,1,4.0,5.3,0.4
0,0,0,46,20,12,4,9.0,9.2,1.0
0,0,1,51,10,0,2,3.0,4.7,0.26
1,1,1,55,19,7,3,4.0,5.1,0.37
0,0,0,53,3,12,3,6.0,7.4,0.73
1,1,1,31,5,0,3,5.0,4.1,0.3
1,1,1,52,4,5,2,4.0,4.7,0.33
1,1,1,42,6,0,2,4.0,3.6,0.31
0,0,0,58,5,4,2,4.0,5.8,0.34
1,1,0,57,9,1,3,4.0,7.4,0.58
0,1,1,56,9,2,2,3.0,5.8,0.36
0,1,1,53,4,0,2,3.0,5.9,0.49
1,0,1,29,8,12,3,7.0,7.7,0.7
1,0,1,42,5,6,3,4.0,5.9,0.37
0,0,1,36,8,6,3,5.0,6.8,0.47
1,1,0,25,8,6,3,5.0,5.7,0.46
0,0,1,52,15,12,1,3.0,5.1,0.3
1,1,1,43,11,4,1,1.0,1.1,0.09
0,0,0,59,18,8,5,9.0,9.5,0.84
1,1,1,57,5,3,3,5.0,6.2,0.46
0,0,0,61,3,11,2,5.0,7.5,0.53
1,0,1,22,1,0,5,9.0,8.9,0.88
0,0,1,63,14,9,1,2.0,5.2,0.41
0,0,1,34,4,0,3,4.0,7.0,0.48
1,1,1,29,16,0,2,3.0,3.7,0.24
1,1,0,49,6,12,3,6.0,5.9,0.68
1,0,1,32,14,4,2,3.0,3.5,0.45
0,0,0,59,13,7,2,3.0,4.4,0.37
0,0,0,47,5,2,3,7.0,6.6,0.59
0,1,1,25,8,8,2,4.0,6.0,0.42
0,0,0,38,1,5,3,4.0,6.8,0.49
0,0,0,52,13,9,3,5.0,6.3,0.61
1,0,0,27,16,10,1,2.0,5.2,0.4
0,1,1,60,3,6,1,4.0,5.9,0.45
1,0,0,31,13,6,2,4.0,5.7,0.51
0,0,0,62,9,9,2,6.0,7.7,0.57
0,0,1,21,6,0,3,6.0,6.9,0.56
0,0,1,41,1,11,1,1.0,2.2,0.09
0,0,0,22,16,4,2,4.0,6.9,0.54
0,0,0,59,12,1,4,7.0,7.0,0.66
1,1,1,52,20,3,2,3.0,4.8,0.44
0,0,1,32,9,5,2,4.0,6.4,0.4
1,0,1,55,6,6,0,1.0,5.9,0.23
0,0,0,50,6,1,3,5.0,6.2,0.47
1,1,1,23,7,7,2,4.0,5.5,0.43
1,1,1,29,9,9,3,6.0,6.4,0.44
0,0,1,50,13,6,2,4.0,4.7,0.36
1,0,0,48,9,11,1,2.0,2.9,0.11
0,0,1,48,4,8,3,5.0,4.5,0.37
0,1,0,27,2,10,2,4.0,7.1,0.51
1,0,1,43,7,11,1,1.0,3.7,0.21
1,0,1,64,16,6,4,9.0,7.4,0.74
1,1,1,39,5,8,3,5.0,5.3,0.36
0,0,1,52,17,3,4,7.0,8.2,0.7
0,1,0,25,2,2,1,3.0,2.7,0.18
0,0,1,49,17,7,2,5.0,6.5,0.49
1,1,0,39,19,5,3,6.0,5.3,0.43
0,1,1,48,9,5,3,5.0,6.0,0.42
0,1,1,36,8,0,2,6.0,6.7,0.51
0,0,0,36,7,3,3,5.0,7.8,0.62
0,0,1,53,8,4,3,4.0,5.4,0.38
0,0,0,29,9,4,2,4.0,4.6,0.24
0,0,1,60,17,7,2,6.0,7.4,0.68
0,1,1,39,2,12,3,4.0,7.3,0.53
1,0,1,56,12,10,3,6.0,5.5,0.47
1,0,1,35,10,5,3,5.0,6.8,0.48
0,1,1,50,14,5,3,5.0,6.6,0.6
0,0,1,21,17,7,2,6.0,7.3,0.55
0,0,0,26,11,10,4,8.0,9.1,0.73
0,0,0,65,17,11,3,7.0,6.0,0.51
1,0,1,37,10,2,1,2.0,3.5,0.3
1,1,0,47,9,9,3,6.0,6.8,0.54
0,1,0,44,4,7,3,6.0,6.4,0.62
1,0,1,26,15,2,3,5.0,6.5,0.43
0,0,0,38,14,5,3,4.0,3.8,0.29
0,0,1,61,14,12,3,7.0,8.8,0.45
0,0,1,56,18,1,2,3.0,6.9,0.5
1,0,1,32,3,7,1,2.0,4.8,0.39
0,0,1,40,20,8,3,5.0,5.9,0.47
1,0,1,47,11,5,1,3.0,5.1,0.45
0,1,0,32,18,9,3,7.0,8.6,0.74
0,1,1,60,2,2,2,1.0,2.7,0.08
0,0,0,51,20,4,1,4.0,6.4,0.51
0,0,1,22,7,8,2,5.0,8.2,0.71
0,0,1,64,16,2,0,1.0,2.5,0.16
1,0,0,21,6,9,0,4.0,2.8,0.11
1,1,1,22,9,11,3,5.0,5.5,0.5
0,1,0,22,2,1,2,4.0,5.8,0.4
0,1,1,49,6,5,1,3.0,2.8,0.13
1,0,0,32,7,7,3,6.0,8.0,0.73
0,1,0,55,1,3,2,3.0,5.9,0.5
1,1,0,41,4,2,2,3.0,2.9,0.24
1,1,1,39,4,0,3,7.0,7.3,0.55
1,0,0,28,12,0,3,4.0,5.2,0.39
1,1,0,32,4,4,2,5.0,5.9,0.6
1,0,1,48,19,5,3,5.0,5.9,0.48
1,0,1,34,11,2,2,4.0,5.9,0.35
0,0,0,63,17,5,3,6.0,6.3,0.6
0,0,1,56,20,5,1,3.0,4.6,0.34
0,1,1,25,10,0,0,1.0,3.2,0.22
0,1,1,62,19,7,2,4.0,7.7,0.65
0,1,1,45,8,12,3,4.0,4.4,0.37
0,0,1,21,6,1,3,5.0,6.1,0.42
1,1,0,25,16,12,2,6.0,6.0,0.52
1,0,0,51,9,4,3,5.0,6.1,0.47
1,1,1,65,15,5,4,7.0,7.2,0.67
1,1,0,23,7,5,2,4.0,5.2,0.38
0,0,1,59,10,4,1,4.0,5.9,0.36
1,1,0,58,19,2,0,2.0,4.2,0.45
0,0,1,32,20,12,1,3.0,5.5,0.34
0,0,0,44,4,5,2,5.0,5.4,0.45
1,0,1,53,6,1,1,3.0,5.9,0.26
0,0,1,41,3,5,3,6.0,6.1,0.47
0,0,0,57,5,9,2,3.0,3.4,0.23
0,0,1,64,8,10,2,4.0,4.8,0.34
0,0,0,55,2,7,1,3.0,5.9,0.35
0,1,1,29,17,2,1,3.0,5.3,0.3
0,1,1,38,11,12,1,2.0,5.4,0.39
1,1,1,48,16,4,1,3.0,4.0,0.33
0,0,0,32,19,4,2,4.0,4.4,0.36
0,0,1,44,10,10,1,3.0,5.9,0.45
1,1,0,52,16,12,4,8.0,7.7,0.72
1,0,1,45,8,6,2,5.0,4.7,0.38
1,0,1,61,5,7,3,6.0,6.6,0.47
0,1,0,65,12,11,4,7.0,8.6,0.69
0,0,1,30,3,2,2,4.0,3.6,0.19
0,0,1,51,13,2,2,4.0,5.0,0.45
1,1,1,58,10,2,2,4.0,5.7,0.36
1,1,1,26,3,8,3,4.0,5.9,0.45
1,0,0,43,8,2,3,5.0,5.9,0.58
0,0,0,61,20,3,3,7.0,6.0,0.51
0,0,0,54,19,10,0,1.0,2.5,0.16
1,1,1,49,13,9,1,1.0,1.5,0.12
0,1,0,21,10,6,3,6.0,7.7,0.58
1,0,1,42,16,9,3,6.0,5.9,0.5
1,0,0,47,10,4,1,3.0,7.2,0.5
0,0,1,37,6,6,2,3.0,3.0,0.23
1,0,0,52,13,9,4,6.0,8.4,0.67
1,0,1,61,13,1,1,3.0,4.7,0.27
1,1,1,45,10,7,2,3.0,4.1,0.29
1,0,0,25,6,6,4,6.0,7.1,0.69
0,0,0,56,5,12,4,6.0,6.8,0.53
0,1,0,45,1,7,0,4.0,5.9,0.29
1,0,1,42,12,1,3,5.0,5.3,0.39
1,1,1,47,14,5,3,5.0,6.2,0.43
1,1,0,24,16,11,1,2.0,3.9,0.27
1,0,0,65,1,0,2,4.0,4.1,0.33
0,0,1,36,2,8,1,2.0,5.9,0.07
0,0,0,25,7,8,2,6.0,7.6,0.62
0,0,0,43,18,2,1,2.0,6.3,0.46
1,0,1,53,14,8,3,6.0,6.6,0.46
0,0,0,32,17,11,3,7.0,5.9,0.45
1,1,1,22,3,8,3,6.0,5.9,0.63
0,1,0,29,3,8,3,5.0,7.7,0.68
0,1,0,65,3,1,3,4.0,5.9,0.61
1,0,1,64,11,2,3,5.0,5.6,0.43
0,0,0,61,16,2,1,4.0,7.6,0.55
1,0,0,38,5,6,2,6.0,8.0,0.69
1,0,0,32,10,8,2,6.0,7.4,0.56
0,0,0,56,19,1,3,5.0,6.1,0.45
1,1,1,28,18,11,0,1.0,3.6,0.3
0,0,0,41,5,2,2,5.0,6.2,0.56
0,0,0,36,11,1,3,6.0,6.1,0.51
0,1,0,43,15,11,2,4.0,7.9,0.45
1,0,0,22,16,3,4,8.0,9.0,0.93
1,0,1,29,12,9,1,3.0,3.2,0.26
1,0,1,31,9,9,1,1.0,4.4,0.25
1,1,1,38,8,5,2,4.0,5.9,0.41
1,0,1,31,13,0,2,4.0,6.0,0.42
1,1,0,55,5,0,1,4.0,5.4,0.36
0,0,1,23,12,0,0,2.0,4.1,0.23
0,1,1,53,3,5,2,4.0,5.6,0.4
0,0,1,47,4,10,2,4.0,5.1,0.3
1,0,1,25,16,4,2,3.0,5.9,0.4
0,0,0,34,11,6,1,2.0,4.8,0.24
1,0,0,23,3,2,4,8.0,9.1,0.79
0,0,0,31,3,6,1,2.0,2.4,0.15
1,1,1,53,14,10,1,4.0,6.0,0.38
0,0,1,26,10,10,2,4.0,3.0,0.25
0,0,0,47,8,6,3,6.0,5.6,0.54
0,1,0,49,10,3,0,4.0,3.1,0.18
1,1,1,58,1,8,1,2.0,5.9,0.45
1,1,0,62,9,5,4,6.0,7.6,0.45
0,1,1,29,11,11,1,3.0,3.4,0.28
1,0,1,52,9,12,1,2.0,2.8,0.08
1,0,0,35,13,0,2,4.0,3.7,0.22
0,0,0,65,14,5,3,7.0,8.1,0.71
1,1,1,65,17,12,2,4.0,6.7,0.45
1,1,0,52,19,8,2,5.0,8.4,0.67
1,1,1,49,15,6,1,2.0,4.1,0.35
0,0,0,55,16,10,3,6.0,7.1,0.61
1,1,1,62,11,3,1,3.0,3.2,0.26
1,1,0,24,4,8,1,2.0,5.9,0.13
1,0,1,35,3,1,3,5.0,6.4,0.42
0,0,1,38,3,0,2,4.0,4.4,0.33
0,0,1,40,3,3,1,2.0,4.9,0.42
0,1,0,25,7,6,2,5.0,6.7,0.63
0,0,0,60,12,6,4,9.0,9.0,0.72
0,0,1,62,16,2,2,3.0,5.9,0.46
1,0,0,31,6,3,1,4.0,4.8,0.32
0,0,0,42,4,11,2,6.0,6.4,0.61
1,0,0,51,3,10,1,4.0,4.6,0.36
1,0,1,47,18,8,2,4.0,7.0,0.56
1,0,1,54,14,1,3,8.0,9.3,0.89
0,0,1,56,20,0,3,6.0,5.9,0.45
0,0,0,27,8,8,2,4.0,6.5,0.56
0,0,0,39,5,10,2,5.0,6.6,0.45
0,1,0,31,12,12,4,8.0,8.3,0.67
0,0,0,26,9,8,3,6.0,5.8,0.5
1,1,1,21,2,1,2,3.0,5.5,0.33
1,0,0,26,20,12,3,7.0,8.6,0.78
1,0,1,56,4,0,2,6.0,9.0,0.75
1,0,0,46,5,2,3,4.0,3.9,0.26
0,0,0,60,15,12,0,1.0,2.5,0.08
0,1,0,35,8,5,3,6.0,7.5,0.69
0,0,1,44,4,11,3,6.0,7.3,0.56
0,0,1,37,7,6,1,2.0,2.7,0.22
0,0,0,24,1,6,3,7.0,6.6,0.56
1,1,0,45,10,4,1,1.0,2.6,0.11
1,1,0,58,1,6,1,3.0,6.9,0.47
1,0,0,62,9,3,1,3.0,5.6,0.51
0,0,0,21,6,5,3,5.0,7.2,0.56
1,0,0,34,17,5,3,6.0,7.3,0.6
0,1,0,57,19,0,2,4.0,7.3,0.52
1,0,1,57,3,12,2,5.0,5.9,0.56
1,0,0,38,20,2,3,5.0,6.7,0.58
1,1,0,25,10,8,2,4.0,6.8,0.45
1,0,1,56,9,2,3,4.0,5.8,0.43
0,0,1,23,20,4,0,1.0,3.8,0.27
0,0,0,26,10,8,4,7.0,6.8,0.56
0,1,0,25,10,7,2,4.0,5.9,0.53
1,0,1,50,7,0,2,4.0,5.9,0.44
1,1,1,47,11,9,1,1.0,4.4,0.29
1,0,1,27,3,7,2,7.0,7.8,0.7
0,0,1,51,18,10,2,5.0,6.1,0.37
1,1,0,38,12,8,2,5.0,7.8,0.67
1,0,0,59,10,0,3,6.0,5.5,0.45
1,0,0,40,1,5,2,3.0,4.0,0.28
1,1,1,36,14,5,3,5.0,6.7,0.45
1,1,1,36,10,4,1,2.0,5.9,0.45
1,0,1,61,14,8,2,4.0,5.6,0.48
0,0,1,40,16,8,3,7.0,8.8,0.7
0,0,1,25,2,6,5,9.0,10.0,0.9
1,1,1,64,17,9,2,3.0,6.2,0.39
1,0,0,54,20,11,1,2.0,4.3,0.24
0,0,1,46,8,12,4,9.0,8.5,0.75
1,0,1,50,3,7,2,5.0,6.8,0.48
0,1,0,41,20,3,2,4.0,7.1,0.62
1,0,0,30,10,10,1,3.0,5.5,0.41
0,0,0,60,19,4,5,9.0,9.8,0.85
1,0,1,31,13,2,2,3.0,6.6,0.48
1,1,1,42,9,1,2,4.0,5.9,0.38
0,0,0,24,4,6,3,5.0,8.2,0.62
0,0,0,23,18,3,3,6.0,5.9,0.65
0,1,1,60,14,2,2,4.0,3.1,0.24
0,1,0,52,10,8,3,6.0,7.5,0.54
1,1,1,59,3,8,1,2.0,4.5,0.26
1,1,1,55,5,1,1,3.0,5.1,0.47
1,0,1,41,7,0,3,4.0,5.9,0.48
1,0,0,33,10,6,2,3.0,5.0,0.45
1,0,0,48,12,10,2,6.0,8.0,0.71
1,0,0,26,3,7,3,5.0,6.3,0.56
1,1,1,46,14,1,3,6.0,5.9,0.42
1,0,0,21,2,11,4,8.0,6.4,0.6
0,0,0,48,3,2,0,2.0,3.3,0.21
0,0,0,35,18,12,1,4.0,5.9,0.16
1,0,1,26,6,4,1,3.0,6.4,0.4
0,0,0,44,13,3,3,7.0,6.3,0.51
1,0,0,51,12,8,0,1.0,4.5,0.24
0,1,0,30,1,3,4,7.0,7.2,0.61
1,1,1,27,11,6,1,3.0,5.9,0.48
1,0,1,55,13,8,2,5.0,4.2,0.45
0,0,0,50,8,12,5,10.0,8.8,0.97
0,0,1,52,19,4,3,5.0,6.7,0.58
1,1,0,58,3,2,1,3.0,4.2,0.32
1,1,0,31,9,11,1,4.0,5.3,0.38
1,0,0,54,6,12,3,6.0,5.4,0.45
1,0,1,50,10,5,0,1.0,5.9,0.45
0,0,0,47,12,4,2,5.0,6.8,0.66
1,0,1,44,2,3,1,4.0,6.9,0.54
1,0,0,55,20,1,3,7.0,6.8,0.6
0,1,1,22,2,1,1,4.0,6.7,0.46
1,0,0,57,4,1,2,3.0,4.2,0.31
1,1,1,33,15,7,2,4.0,5.9,0.45
0,0,1,24,14,11,3,6.0,6.8,0.45
0,1,1,57,16,2,2,4.0,4.8,0.28
0,1,1,23,10,9,2,4.0,2.3,0.15
0,0,0,25,13,7,3,6.0,7.4,0.63
1,0,0,40,12,12,2,5.0,7.5,0.73
1,1,0,34,13,12,2,3.0,6.1,0.43
0,0,1,39,16,2,2,4.0,7.6,0.68
0,0,1,50,5,7,1,3.0,5.9,0.35
1,0,0,29,8,6,3,6.0,7.1,0.6
0,0,1,29,14,5,3,7.0,5.8,0.54
0,0,0,65,19,7,2,4.0,2.7,0.13
1,1,1,32,2,10,0,1.0,2.4,0.19
1,0,1,64,6,10,3,4.0,4.3,0.35
0,0,0,42,19,6,2,6.0,5.9,0.59
0,0,1,40,3,7,0,2.0,4.8,0.28
0,0,1,24,15,10,0,4.0,4.3,0.26
0,0,1,37,8,4,2,3.0,2.2,0.18
1,0,0,26,1,10,2,6.0,7.4,0.63
0,0,1,21,7,2,5,9.0,9.0,0.81
0,0,1,49,15,2,2,2.0,4.3,0.25
1,0,1,25,12,8,2,4.0,7.1,0.5
0,0,0,65,17,1,5,9.0,5.9,1.0
1,1,1,59,11,1,2,2.0,2.8,0.21
1,0,0,37,6,8,1,5.0,7.2,0.52
1,1,1,59,18,8,2,4.0,4.2,0.36
0,0,0,59,18,3,3,7.0,6.4,0.55
0,1,1,34,10,5,2,4.0,6.3,0.49
0,0,1,22,12,9,0,1.0,4.0,0.17
1,1,0,26,14,8,2,4.0,6.5,0.51
1,1,1,32,17,8,4,7.0,5.9,0.58
1,0,0,31,6,2,1,3.0,5.9,0.35
1,1,1,21,12,10,2,3.0,3.4,0.22
1,0,1,27,7,7,3,4.0,6.4,0.4
0,0,0,33,17,9,4,7.0,7.1,0.61
1,0,0,41,15,12,2,6.0,6.0,0.58
0,0,1,44,16,3,3,5.0,5.5,0.49
0,0,1,33,17,10,2,3.0,3.1,0.25
0,1,0,24,10,6,1,2.0,3.8,0.32
1,1,0,54,20,4,5,9.0,9.4,0.79
0,0,0,49,9,2,0,2.0,2.8,0.22
1,1,1,53,7,5,2,3.0,4.2,0.31
0,0,1,40,11,0,2,4.0,1.8,0.12
1,0,0,52,9,9,2,4.0,6.7,0.66
1,0,1,21,13,9,2,3.0,3.5,0.24
1,0,1,58,8,12,2,4.0,6.8,0.45
1,0,1,63,12,4,1,2.0,6.0,0.36
1,0,0,39,17,4,3,5.0,7.8,0.58
0,0,1,37,6,4,2,4.0,7.1,0.59
1,1,1,60,1,3,1,1.0,1.9,0.04
0,1,0,32,6,7,0,4.0,1.8,0.08
1,1,0,21,3,5,2,4.0,6.0,0.43
0,0,1,36,8,0,2,2.0,3.5,0.23
0,0,1,55,15,8,3,7.0,6.3,0.58
0,0,0,56,15,3,4,7.0,6.0,0.53
0,0,1,34,7,8,2,5.0,4.5,0.37
1,1,0,53,19,11,2,4.0,5.5,0.44
1,0,1,33,4,4,1,4.0,5.3,0.45
1,1,1,64,4,3,0,2.0,3.1,0.26
1,1,0,49,9,1,2,4.0,3.3,0.21
1,1,0,23,20,1,2,4.0,6.2,0.42
1,1,1,21,8,12,1,2.0,1.5,0.06
1,1,1,30,4,8,2,3.0,2.8,0.23
0,1,1,48,7,6,3,6.0,4.4,0.35
1,0,1,31,1,0,1,2.0,4.1,0.29
1,0,1,28,19,7,2,5.0,6.3,0.48
0,0,0,53,5,6,1,2.0,3.9,0.3
0,0,1,32,7,9,1,3.0,4.7,0.33
1,1,1,46,7,2,1,2.0,5.3,0.29
0,0,0,58,10,3,2,5.0,7.6,0.58
1,1,0,44,9,11,5,9.0,8.5,0.87
0,1,1,30,12,7,4,7.0,5.8,0.53
0,0,0,34,9,7,3,6.0,7.1,0.68
0,0,1,23,2,1,2,3.0,3.8,0.25
0,1,0,22,13,9,2,6.0,8.0,0.6
1,0,1,55,9,5,2,3.0,2.5,0.06
1,1,1,53,12,1,0,1.0,4.3,0.2
1,0,0,37,15,6,2,5.0,3.8,0.31
0,0,1,55,8,10,4,9.0,7.4,0.7
0,0,1,50,3,1,2,3.0,5.6,0.33
1,1,0,65,6,12,2,5.0,8.3,0.65
1,0,0,35,19,12,2,4.0,3.0,0.21
0,0,0,39,13,2,3,8.0,8.3,0.86
0,0,0,38,18,4,1,2.0,3.2,0.23
1,1,0,39,18,3,2,4.0,7.7,0.66
1,1,0,35,17,10,5,10.0,8.6,0.76
1,1,1,41,16,7,2,3.0,5.7,0.47
0,0,1,56,4,0,2,4.0,6.5,0.53
1,0,0,63,1,3,1,2.0,2.7,0.13
0,0,1,46,8,9,3,4.0,7.1,0.49
0,0,0,43,8,3,1,3.0,4.4,0.37
1,0,0,42,10,8,1,2.0,4.2,0.25
0,0,0,62,10,3,3,6.0,7.9,0.63
1,0,1,60,4,2,1,1.0,5.9,0.45
1,1,0,31,2,6,1,3.0,5.9,0.42
1,0,0,56,19,8,3,4.0,7.4,0.45
1,0,1,41,20,3,2,4.0,2.0,0.15
1,1,1,59,16,8,1,3.0,5.2,0.39
1,0,1,60,19,10,3,4.0,5.5,0.47
0,0,1,32,2,5,3,5.0,4.6,0.38
1,1,1,23,11,11,2,4.0,5.9,0.48
1,1,1,59,2,4,1,2.0,4.6,0.41
0,1,1,56,19,5,4,7.0,7.3,0.51
1,1,0,58,14,9,2,3.0,5.2,0.33
1,1,0,31,4,12,4,8.0,8.2,0.75
1,0,1,33,3,11,2,5.0,6.8,0.48
